"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"13855","S10907","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","10/27/2015","Fighting","OSS-Five Days Out of School Suspension",176
"13856","S11438","M",7,"White","Scott Middle School","Free Lunch","Specific Learning Disability (07)","12/16/2015","Harassment/Intimidation","OSS-Two Days Out of School Suspension",290
"13857","S1236296","F",6,"Hispanic","Scott Middle School","Free Lunch","","12/9/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"13858","S1228360","F",6,"Hispanic","Scott Middle School","Free Lunch","","11/24/2015","Other","SEI Consultation",573
"13859","S1236301","M",8,"Black","Scott Middle School","Free Lunch","","10/8/2015","Safety Infraction","ISS-1 Day ICBM",1807
"13860","S11857","F",8,"Hispanic","Scott Middle School","Free Lunch","","9/23/2015","Fighting","OSS-Out Of School Suspension",327
"13861","S1228364","F",8,"Hispanic","Scott Middle School","Free Lunch","","10/9/2015","Other","SEI Consultation",573
"13862","S1236305","M",8,"White","Scott Middle School","Paid","","10/20/2015","Physical Assault/Battery-Studn","ISS-1 Day ICBM",1807
"13863","S1236306","F",7,"Hispanic","Scott Middle School","Free Lunch","","10/7/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13864","S1236323","F",7,"Hispanic","Scott Middle School","Free Lunch","","11/30/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13865","S1236330","M",8,"Hispanic","Scott Middle School","Free Lunch","","9/24/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13866","S1236341","M",8,"Hispanic","Scott Middle School","Free Lunch","","10/8/2015","Insubordination","ISS-1 Day ICBM",1807
"13867","S1236351","M",8,"Hispanic","Scott Middle School","Free Lunch","","11/2/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"13868","S1229775","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/17/2015","Safety Infraction","OSS-One Day Out of School Suspension",693
"13869","S10909","M",8,"Black","Scott Middle School","Free Lunch","","8/21/2015","Fighting","OSS-Five Days Out of School Suspension",176
"13870","S1236353","M",8,"Black","Scott Middle School","Free Lunch","","10/2/2015","Gross Insubordination","ISS-1 Day ICBM",1807
"13871","S1236357","F",8,"Black","Scott Middle School","Free Lunch","","10/16/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13872","S1236363","M",8,"White","Scott Middle School","Paid","Other Health Impairment (17)","10/20/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13873","S1236367","M",8,"Hispanic","Scott Middle School","Free Lunch","","10/13/2015","Insubordination","ISS-1 Day ICBM",1807
"13874","S1236385","M",8,"Hispanic","Scott Middle School","Free Lunch","","11/2/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13875","S11444","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/11/2015","Insubordination","ISS-Half Day ICBM",270
"13876","S1236399","M",7,"Hispanic","Scott Middle School","Free Lunch","","11/13/2015","Insubordination","ISS-1 Day ICBM",1807
"13877","S1227891","F",6,"Hispanic","Scott Middle School","Free Lunch","","10/8/2015","Misbehavior","ISS-2 Day ICBM",407
"13878","S11446","F",6,"Hispanic","Scott Middle School","Free Lunch","","11/30/2015","Insubordination","ISS-Half Day ICBM",270
"13879","S1236407","M",7,"Hispanic","Scott Middle School","Free Lunch","","10/22/2015","Misbehavior","ISS-1 Day ICBM",1807
"13880","S1234127","F",6,"White","Scott Middle School","Free Lunch","","11/12/2015","Uniform Violation","Class Suspension",1164
"13881","S1236412","F",6,"White","Scott Middle School","Free Lunch","","11/23/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13882","S1229776","M",7,"White","Scott Middle School","Free Lunch","","10/13/2015","Safety Infraction","OSS-One Day Out of School Suspension",693
"13883","S1236415","M",7,"White","Scott Middle School","Free Lunch","","9/21/2015","Harassment/Intimidation","ISS-1 Day ICBM",1807
"13884","S1236422","M",7,"White","Scott Middle School","Free Lunch","","10/20/2015","Misbehavior","ISS-1 Day ICBM",1807
"13885","S11442","M",7,"White","Scott Middle School","Free Lunch","","10/23/2015","Disruption-School Process","OSS-Two Days Out of School Suspension",290
"13886","S1236423","M",7,"White","Scott Middle School","Free Lunch","","11/30/2015","Insubordination","ISS-1 Day ICBM",1807
"13887","S1236425","M",7,"White","Scott Middle School","Free Lunch","","12/4/2015","Insubordination","ISS-1 Day ICBM",1807
"13888","S1229777","M",7,"White","Scott Middle School","Free Lunch","","12/14/2015","Insubordination","OSS-One Day Out of School Suspension",693
"13889","S10628","M",7,"White","Scott Middle School","Free Lunch","","12/16/2015","Disruption-School Process","Parent Conference",97
"13890","S11299","F",6,"Hispanic","Scott Middle School","Free Lunch","Language or Speech Impairment (09)","12/9/2015","Fighting","OSS-Three Days Out of School Suspension",258
"13891","S1236430","M",7,"Hispanic","Scott Middle School","Free Lunch","","10/21/2015","Leaving Without Permission","ISS-1 Day ICBM",1807
"13892","S10917","M",7,"Hispanic","Scott Middle School","Free Lunch","","10/27/2015","Fighting","OSS-Five Days Out of School Suspension",176
"13893","S1229780","M",7,"Hispanic","Scott Middle School","Free Lunch","","11/5/2015","Fighting","OSS-One Day Out of School Suspension",693
"13894","S1236441","M",6,"White","Scott Middle School","Paid","","11/17/2015","Safety Infraction","ISS-1 Day ICBM",1807
"13895","S1236457","F",8,"White","Scott Middle School","Free Lunch","","11/18/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13896","S1236463","F",6,"Hispanic","Scott Middle School","Free Lunch","","9/27/2015","Truancy","ISS-1 Day ICBM",1807
"13897","S1228367","F",6,"Hispanic","Scott Middle School","Free Lunch","","12/3/2015","Other","SEI Consultation",573
"13898","S11300","M",6,"Hispanic","Scott Middle School","Free Lunch","","9/29/2015","Fighting","OSS-Three Days Out of School Suspension",258
"13899","S10004","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/12/2015","Inappropriate Language","TuesThurs School",1
"13900","S1236472","M",6,"Hispanic","Scott Middle School","Free Lunch","","9/9/2015","Vandalism","ISS-1 Day ICBM",1807
"13901","S1236478","M",6,"Hispanic","Scott Middle School","Free Lunch","","10/8/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"13902","S11864","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/12/2015","Disruption-School Process","OSS-Out Of School Suspension",327
"13903","S1236531","M",6,"Hispanic","Scott Middle School","Free Lunch","","12/16/2015","Insubordination","ISS-1 Day ICBM",1807
"13904","S1228368","F",7,"Hispanic","Scott Middle School","Free Lunch","","11/24/2015","Other","SEI Consultation",573
"13905","S1236536","F",6,"Hispanic","Scott Middle School","Free Lunch","","9/27/2015","Truancy","ISS-1 Day ICBM",1807
"13906","S1236539","F",6,"Hispanic","Scott Middle School","Free Lunch","","11/30/2015","Insubordination","ISS-1 Day ICBM",1807
"13907","S1228370","F",6,"Hispanic","Scott Middle School","Free Lunch","","12/3/2015","Other","SEI Consultation",573
"13908","S1236557","M",8,"White","Scott Middle School","Free Lunch","","12/7/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"13909","S1236562","M",8,"White","Scott Middle School","Free Lunch","","12/14/2015","Misbehavior","ISS-1 Day ICBM",1807
"13910","S1229781","M",8,"White","Scott Middle School","Free Lunch","","12/17/2015","Misbehavior","OSS-One Day Out of School Suspension",693
"13911","S1229783","M",6,"White","Scott Middle School","Paid","","9/10/2015","Fighting","OSS-One Day Out of School Suspension",693
"13912","S1227896","M",6,"White","Scott Middle School","Paid","","9/18/2015","Physical Assault/Battery-Studn","ISS-2 Day ICBM",407
"13913","S1236584","M",6,"White","Scott Middle School","Paid","","9/21/2015","Misbehavior","ISS-1 Day ICBM",1807
"13914","S10924","M",6,"White","Scott Middle School","Paid","","10/5/2015","Fighting","OSS-Five Days Out of School Suspension",176
"13915","S1018","M",6,"White","Scott Middle School","Paid","","10/5/2015","Fighting","Behavior Improvement Plan (B.I.P)",18
"13916","S10938","M",6,"White","Scott Middle School","Paid","","11/17/2015","Verbal Assault","OSS-Five Days Out of School Suspension",176
"13917","S1229785","M",6,"White","Scott Middle School","Paid","","12/15/2015","Non-Deadly - Weapons","OSS-One Day Out of School Suspension",693
"13918","S1227899","F",7,"Black","Scott Middle School","Paid","Orthopedic Impairment (02)","12/8/2015","Truancy","ISS-2 Day ICBM",407
"13919","S1236592","F",8,"Hispanic","Scott Middle School","Reduced Lunch","","8/25/2015","Insubordination","ISS-1 Day ICBM",1807
"13920","S10645","F",8,"Hispanic","Scott Middle School","Reduced Lunch","","9/23/2015","Fighting","OSS-Ten Days OSS/Pending Expulsion",101
"13921","S1236593","F",8,"Black","Scott Middle School","Paid","","10/20/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13922","S11306","M",6,"White","Scott Middle School","Paid","","9/29/2015","Fighting","OSS-Three Days Out of School Suspension",258
"13923","S11311","M",6,"White","Scott Middle School","Paid","","10/16/2015","Safety Infraction","OSS-Three Days Out of School Suspension",258
"13924","S1236596","M",6,"White","Scott Middle School","Paid","","11/3/2015","Misbehavior","ISS-1 Day ICBM",1807
"13925","S1236597","M",6,"White","Scott Middle School","Paid","","11/18/2015","Excessive Detentions","ISS-1 Day ICBM",1807
"13926","S1229786","F",7,"Black","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/17/2015","Disruption-School Process","OSS-One Day Out of School Suspension",693
"13927","S1228371","F",7,"Black","Scott Middle School","Free Lunch","Specific Learning Disability (07)","11/20/2015","Other","SEI Consultation",573
"13928","S1228378","F",8,"Black","Scott Middle School","Free Lunch","","9/23/2015","Other","SEI Consultation",573
"13929","S1228379","F",8,"Black","Scott Middle School","Free Lunch","","10/7/2015","Other","SEI Consultation",573
"13930","S1228391","F",8,"Black","Scott Middle School","Free Lunch","","11/5/2015","Other","SEI Consultation",573
"13931","S1236612","M",6,"Black","Scott Middle School","Free Lunch","","10/5/2015","Physical Assault/Battery-Studn","ISS-1 Day ICBM",1807
"13932","S1229796","M",7,"Hispanic","Scott Middle School","Free Lunch","","9/11/2015","Truancy","OSS-One Day Out of School Suspension",693
"13933","S11444","M",7,"Hispanic","Scott Middle School","Free Lunch","","10/16/2015","Truancy","OSS-Two Days Out of School Suspension",290
"13934","S11446","F",7,"Black","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/3/2015","Theft School/Private Property","OSS-Two Days Out of School Suspension",290
"13935","S1229798","F",7,"Black","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/11/2015","Insubordination","OSS-One Day Out of School Suspension",693
"13936","S1228392","F",8,"Black","Scott Middle School","Free Lunch","","9/24/2015","Other","SEI Consultation",573
"13937","S1228394","F",8,"Black","Scott Middle School","Free Lunch","","10/7/2015","Other","SEI Consultation",573
"13938","S1236617","F",8,"Black","Scott Middle School","Free Lunch","","10/29/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13939","S1236620","M",6,"Black","Scott Middle School","Free Lunch","","9/25/2015","Rule Violation","ISS-1 Day ICBM",1807
"13940","S1236621","M",6,"Black","Scott Middle School","Free Lunch","","10/2/2015","Insubordination","ISS-1 Day ICBM",1807
"13941","S1236627","M",6,"Black","Scott Middle School","Free Lunch","","11/5/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"13942","S1234315","M",8,"Hispanic","Scott Middle School","Free Lunch","","12/8/2015","Safety Infraction","Administrative Conference",1230
"13943","S1236628","M",7,"Hispanic","Scott Middle School","Paid","","9/21/2015","Harassment/Intimidation","ISS-1 Day ICBM",1807
"13944","S1228398","M",7,"Hispanic","Scott Middle School","Paid","","10/9/2015","Other","SEI Consultation",573
"13945","S11323","M",7,"Hispanic","Scott Middle School","Paid","","10/20/2015","Physical Assault/Battery-Studn","OSS-Three Days Out of School Suspension",258
"13946","S1228401","M",7,"Hispanic","Scott Middle School","Paid","","11/30/2015","Other","SEI Consultation",573
"13947","S1229799","F",6,"Hispanic","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/29/2015","Disruption-School Process","OSS-One Day Out of School Suspension",693
"13948","S11448","F",6,"Hispanic","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/1/2015","Theft School/Private Property","OSS-Two Days Out of School Suspension",290
"13949","S1236629","F",6,"Hispanic","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/20/2015","Insubordination","ISS-1 Day ICBM",1807
"13950","S1236631","F",6,"Hispanic","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","11/3/2015","Insubordination","ISS-1 Day ICBM",1807
"13951","S11326","F",6,"Hispanic","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","12/15/2015","Vandalism","OSS-Three Days Out of School Suspension",258
"13952","S11328","M",6,"Hispanic","Scott Middle School","Free Lunch","","10/13/2015","Fighting","OSS-Three Days Out of School Suspension",258
"13953","S1236637","M",6,"Hispanic","Scott Middle School","Free Lunch","","10/26/2015","Excessive Detentions","ISS-1 Day ICBM",1807
"13954","S1236647","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/12/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"13955","S1236650","M",6,"Hispanic","Scott Middle School","Free Lunch","","11/19/2015","Excessive Detentions","ISS-1 Day ICBM",1807
"13956","S1236657","M",7,"White","Scott Middle School","Free Lunch","Emotional Disability (Full Time) (05)","12/8/2015","Insubordination","ISS-1 Day ICBM",1807
"13957","S10955","M",8,"Black","Scott Middle School","Reduced Lunch","","8/21/2015","Fighting","OSS-Five Days Out of School Suspension",176
"13958","S11286","M",8,"Black","Scott Middle School","Reduced Lunch","","12/1/2015","Failure Refused Detention","",217
"13959","S11433","M",8,"Black","Scott Middle School","Free Lunch","","9/10/2015","Excessive Absences","Conference  Warning",255
"13960","S1236658","M",8,"Black","Scott Middle School","Free Lunch","","10/13/2015","Truancy","ISS-1 Day ICBM",1807
"13961","S1229800","M",8,"Black","Scott Middle School","Free Lunch","","12/14/2015","Truancy","OSS-One Day Out of School Suspension",693
"13962","S1228407","F",8,"Black","Scott Middle School","Free Lunch","","11/5/2015","Other","SEI Consultation",573
"13963","S1236659","M",6,"Black","Scott Middle School","Free Lunch","","10/8/2015","Insubordination","ISS-1 Day ICBM",1807
"13964","S1227908","M",6,"Black","Scott Middle School","Free Lunch","","10/20/2015","Truancy","ISS-2 Day ICBM",407
"13965","S1229802","M",6,"Black","Scott Middle School","Free Lunch","","10/23/2015","Inappropriate Language","OSS-One Day Out of School Suspension",693
