StudentNumber,Gender,Grade,Ethnicity,SchoolName,Lunch,Special Education,Inf. Date,Infraction,Adminstrative Action
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,12/1/2015,ID Violation,Class Suspension
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,12/4/2015,ID Violation,ISS-1 Day ICBM
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,12/4/2015,Insubordination,OSS-One Day Out of School Suspension
S1234507,M,10,Hispanic,Morton High School,Free Lunch,,12/14/2015,Failure Refused Detention,Administrative Conference
S1234509,M,12,Hispanic,Morton High School,Free Lunch,,8/12/2015,Disciplinary File Review,Probation Agreement (16A)
S1234509,M,12,Hispanic,Morton High School,Free Lunch,,9/14/2015,Uniform Violation,Administrative Conference
S1234509,M,12,Hispanic,Morton High School,Free Lunch,,9/18/2015,ID Violation,Class Suspension
S1234509,M,12,Hispanic,Morton High School,Free Lunch,,10/12/2015,Cell Phone,ISS-Half Day ICBM
S1234510,M,10,Hispanic,Morton High School,Free Lunch,Other Health Impairment (17),9/21/2015,ID Violation,Administrative Conference
S1234513,M,12,Hispanic,Morton High School,Reduced Lunch,,11/13/2015,Insubordination,Administrative Conference
S1234519,M,10,Hispanic,Morton High School,Free Lunch,,11/9/2015,Other,Administrative Conference
S1234520,M,10,Black,Morton High School,Free Lunch,,8/21/2015,Rule Violation,Detention Assigned
S1234520,M,10,Black,Morton High School,Free Lunch,,8/24/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234520,M,10,Black,Morton High School,Free Lunch,,9/8/2015,Uniform Violation,Administrative Conference
S1234520,M,10,Black,Morton High School,Free Lunch,,9/17/2015,ID Violation,Class Suspension
S1234520,M,10,Black,Morton High School,Free Lunch,,12/15/2015,Uniform Violation,Administrative Conference
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/14/2015,Rule Violation,Administrative Conference
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/17/2015,Leaving Without Permission,ISS-1 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/17/2015,Rule Violation,ISS-1 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/20/2015,Rule Violation,ISS-2 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/25/2015,Insubordination,Detention Assigned
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,8/26/2015,Other,SEI Consultation
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,9/8/2015,Failure Refused Detention,Detention Assigned
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,9/10/2015,Misbehavior,Class Suspension
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,9/16/2015,Rule Violation,ISS-1 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,10/7/2015,Truancy,ISS-1 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,10/12/2015,Excessive Tardiness,Detention Assigned
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,10/12/2015,Truancy,Administrative Conference
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,10/16/2015,Failure Refused Detention,ISS-Half Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,10/21/2015,Truancy,Administrative Conference
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,11/17/2015,Truancy,Probation-Attendance
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,11/18/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,12/4/2015,Insubordination,OSS-One Day Out of School Suspension
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,12/4/2015,Uniform Violation,Class Suspension
S1234523,M,12,Hispanic,Morton High School,Free Lunch,,12/8/2015,Other,SEI Consultation
S1234525,F,10,Hispanic,Morton High School,Paid,,9/21/2015,Excessive Tardiness,Detention Assigned
S1234527,M,10,Hispanic,Morton High School,Paid,,12/3/2015,ID Violation,Class Suspension
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,8/19/2015,Uniform Violation,Class Suspension
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,11/4/2015,Other,Administrative Conference
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,11/20/2015,Other,Administrative Conference
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,12/1/2015,Other,Administrative Conference
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,12/7/2015,Other,SEI Consultation
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,12/14/2015,Other,SEI Consultation
S1234528,F,11,Hispanic,Morton High School,Free Lunch,,12/15/2015,Other,Administrative Conference
S1234529,M,12,Hispanic,Morton High School,Reduced Lunch,,9/10/2015,Uniform Violation,Administrative Conference
S1234535,F,11,Black,Morton High School,Free Lunch,,9/1/2015,Uniform Violation,Administrative Conference
S1234535,F,11,Black,Morton High School,Free Lunch,,9/3/2015,Truancy,Administrative Conference
S1234535,F,11,Black,Morton High School,Free Lunch,,9/10/2015,Failure To Report,Detention Assigned
S1234535,F,11,Black,Morton High School,Free Lunch,,9/10/2015,Excessive Tardiness,Detention Assigned
S1234535,F,11,Black,Morton High School,Free Lunch,,9/17/2015,Excessive Tardiness,Detention Assigned
S1234535,F,11,Black,Morton High School,Free Lunch,,10/1/2015,Uniform Violation,Detention Assigned
S1234535,F,11,Black,Morton High School,Free Lunch,,10/15/2015,Excessive Tardiness,ISS-Half Day ICBM
S1234535,F,11,Black,Morton High School,Free Lunch,,11/9/2015,Excessive Tardiness,Detention Assigned
S1234535,F,11,Black,Morton High School,Free Lunch,,11/17/2015,Insubordination,OSS-One Day Out of School Suspension
S1234535,F,11,Black,Morton High School,Free Lunch,,11/17/2015,Truancy,ISS-1 Day ICBM
S1234535,F,11,Black,Morton High School,Free Lunch,,12/7/2015,ID Violation,Class Suspension
S1234535,F,11,Black,Morton High School,Free Lunch,,12/15/2015,Uniform Violation,Detention Assigned
S1234536,F,10,Hispanic,Morton High School,Free Lunch,,11/19/2015,Uniform Violation,Class Suspension
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),8/14/2015,Insubordination,Class Suspension
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),10/16/2015,Excessive Tardiness,Detention Assigned
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),11/9/2015,Excessive Tardiness,Detention Assigned
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),11/9/2015,Other,Administrative Conference
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),11/16/2015,ID Violation,Administrative Conference
S1234537,F,12,Hispanic,Morton High School,Free Lunch,Specific Learning Disability (07),12/1/2015,Failure To Report,Detention Assigned
S1234538,M,11,Black,Morton High School,Free Lunch,,8/13/2015,Rule Violation,Detention Assigned
S1234538,M,11,Black,Morton High School,Free Lunch,,9/21/2015,Excessive Tardiness,Detention Assigned
S1234538,M,11,Black,Morton High School,Free Lunch,,9/23/2015,Other,SEI Consultation
S1234538,M,11,Black,Morton High School,Free Lunch,,12/11/2015,Safety Infraction,OSS-Two Days Out of School Suspension
S1234539,M,10,Black,Morton High School,Free Lunch,,8/13/2015,Uniform Violation,ISS-Half Day ICBM
S1234539,M,10,Black,Morton High School,Free Lunch,,9/8/2015,Excessive Tardiness,Detention Assigned
S1234539,M,10,Black,Morton High School,Free Lunch,,9/15/2015,Excessive Tardiness,Administrative Conference
S1234539,M,10,Black,Morton High School,Free Lunch,,9/30/2015,Excessive Tardiness,ISS-Half Day ICBM
S1234539,M,10,Black,Morton High School,Free Lunch,,10/6/2015,Excessive Tardiness,ISS-1 Day ICBM
S1234539,M,10,Black,Morton High School,Free Lunch,,10/15/2015,Other,ISS-1 Day ICBM
S1234539,M,10,Black,Morton High School,Free Lunch,,12/7/2015,Classroom Disruption,Class Suspension
S1234539,M,10,Black,Morton High School,Free Lunch,,12/15/2015,Excessive Tardiness,Detention Assigned
S1234542,M,10,Black,Morton High School,Free Lunch,,10/1/2015,Withdrawl Conference,Withdrawal Letter
S1234543,M,11,Black,Morton High School,Free Lunch,,8/13/2015,Rule Violation,Administrative Conference
S1234543,M,11,Black,Morton High School,Free Lunch,,8/26/2015,Rule Violation,Detention Assigned
S1234543,M,11,Black,Morton High School,Free Lunch,,10/1/2015,Withdrawl Conference,Withdrawal Letter
S1234546,F,12,Hispanic,Morton High School,Free Lunch,,8/14/2015,Uniform Violation,ISS-1 Day ICBM
S1234546,F,12,Hispanic,Morton High School,Free Lunch,,10/7/2015,Truancy,ISS-1 Day ICBM
S1234546,F,12,Hispanic,Morton High School,Free Lunch,,11/24/2015,Gym Non-Shower/Non-Dress,Class Suspension
S1234546,F,12,Hispanic,Morton High School,Free Lunch,,11/30/2015,Gym Non-Shower/Non-Dress,Class Suspension
S1234548,F,12,Black,Morton High School,Paid,,11/12/2015,Truancy,ISS-1 Day ICBM
S1234556,M,12,Black,Morton High School,Free Lunch,,10/15/2015,Excessive Tardiness,Detention Assigned
S1234557,F,12,White,Morton High School,Reduced Lunch,,10/19/2015,Uniform Violation,Administrative Conference
S1234558,F,11,Hispanic,Morton High School,Free Lunch,,9/28/2015,Uniform Violation,Administrative Conference
S1234558,F,11,Hispanic,Morton High School,Free Lunch,,10/12/2015,Excessive Tardiness,Detention Assigned
S1234559,F,12,Black,Morton High School,Paid,,9/18/2015,Uniform Violation,Administrative Conference
S1234559,F,12,Black,Morton High School,Paid,,12/11/2015,Uniform Violation,Class Suspension
S1234560,F,12,Black,Morton High School,Paid,,8/18/2015,Uniform Violation,Class Suspension
S1234560,F,12,Black,Morton High School,Paid,,9/14/2015,Uniform Violation,Administrative Conference
S1234560,F,12,Black,Morton High School,Paid,,9/23/2015,ID Violation,Class Suspension
S1234560,F,12,Black,Morton High School,Paid,,9/25/2015,Truancy,ISS-2 Day ICBM
S1234560,F,12,Black,Morton High School,Paid,,9/28/2015,Misbehavior,OSS-One Day Out of School Suspension
S1234560,F,12,Black,Morton High School,Paid,,10/2/2015,Insubordination,ISS-1 Day ICBM
S1234560,F,12,Black,Morton High School,Paid,,10/6/2015,Withdrawl Conference,Withdrawal Letter
S1234560,F,12,Black,Morton High School,Paid,,10/14/2015,Uniform Violation,Class Suspension
S1234560,F,12,Black,Morton High School,Paid,,11/20/2015,Classroom Disruption,ISS-1 Day ICBM
S1234569,M,12,Hispanic,Morton High School,Paid,,9/25/2015,Rule Violation,Administrative Conference
S1234570,F,11,Black,Morton High School,Paid,,8/24/2015,Uniform Violation,Administrative Conference
S1234570,F,11,Black,Morton High School,Paid,,10/7/2015,Withdrawl Conference,Withdrawal Letter
S1234576,F,11,Black,Morton High School,Paid,Other Health Impairment (17),10/21/2015,Truancy,
S1234576,F,11,Black,Morton High School,Paid,Other Health Impairment (17),10/22/2015,Truancy,
S1234580,M,11,Hispanic,Morton High School,Free Lunch,,8/13/2015,Uniform Violation,ISS-1 Day ICBM
S1234582,F,11,Black,Morton High School,Free Lunch,,9/24/2015,ID Violation,Administrative Conference
S1234586,M,11,Hispanic,Morton High School,Free Lunch,,9/25/2015,ID Violation,Class Suspension
S1234586,M,11,Hispanic,Morton High School,Free Lunch,,11/5/2015,ID Violation,Class Suspension
S1234586,M,11,Hispanic,Morton High School,Free Lunch,,11/23/2015,ID Violation,Detention Assigned
S1234586,M,11,Hispanic,Morton High School,Free Lunch,,11/30/2015,Excessive Tardiness,Detention Assigned
S1234586,M,11,Hispanic,Morton High School,Free Lunch,,12/14/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234588,F,11,Hispanic,Morton High School,Free Lunch,,8/13/2015,Uniform Violation,Class Suspension
S1234588,F,11,Hispanic,Morton High School,Free Lunch,,10/22/2015,Other,Administrative Conference
S1234591,M,10,White,Morton High School,Free Lunch,,6/11/2015,Other,Administrative Conference
S1234591,M,10,White,Morton High School,Free Lunch,,9/2/2015,Truancy,ISS-1 Day ICBM
S1234591,M,10,White,Morton High School,Free Lunch,,9/2/2015,Uniform Violation,Administrative Conference
S1234591,M,10,White,Morton High School,Free Lunch,,9/11/2015,Excessive Tardiness,Detention Assigned
S1234591,M,10,White,Morton High School,Free Lunch,,10/2/2015,ID Violation,Administrative Leave
S1234591,M,10,White,Morton High School,Free Lunch,,10/9/2015,Gang Related Activity,OSS-Three Days Out of School Suspension
S1234591,M,10,White,Morton High School,Free Lunch,,11/4/2015,ID Violation,Class Suspension
S1234591,M,10,White,Morton High School,Free Lunch,,11/13/2015,Uniform Violation,Administrative Conference
S1234591,M,10,White,Morton High School,Free Lunch,,11/18/2015,Cell Phone,Class Suspension
S1234591,M,10,White,Morton High School,Free Lunch,,12/7/2015,Physical Assault/Battery-Studn,OSS-Ten Days OSS/Pending Expulsion
S1234591,M,10,White,Morton High School,Free Lunch,,12/11/2015,Withdrawl Conference,Withdrawal Letter
S1234597,F,12,Black,Morton High School,Paid,,11/18/2015,Failure Refused Detention,ISS-1 Day ICBM
S1234598,M,11,White,Morton High School,Paid,,10/28/2015,Failure To Report,ISS-1 Day ICBM
S1234598,M,11,White,Morton High School,Paid,,11/17/2015,Rule Violation,Class Suspension
S1234598,M,11,White,Morton High School,Paid,,12/9/2015,Disruption-School Process,OSS-Ten Days OSS/Pending Expulsion
S1234598,M,11,White,Morton High School,Paid,,12/9/2015,Harassment/Intimidation,OSS-Ten Days OSS/Pending Expulsion
S1234598,M,11,White,Morton High School,Paid,,12/9/2015,Inappropriate Language,OSS-Ten Days OSS/Pending Expulsion
S1234598,M,11,White,Morton High School,Paid,,12/9/2015,Inappropriate Use Of Internet,OSS-Ten Days OSS/Pending Expulsion
S1234608,M,10,Black,Morton High School,Free Lunch,,9/9/2015,Uniform Violation,Class Suspension
S1234608,M,10,Black,Morton High School,Free Lunch,,9/15/2015,Cell Phone,Administrative Conference
S1234608,M,10,Black,Morton High School,Free Lunch,,9/17/2015,ID Violation,Class Suspension
S1234608,M,10,Black,Morton High School,Free Lunch,,10/7/2015,Failure Refused Detention,Detention Assigned
S1234614,M,11,Black,Morton High School,Free Lunch,Specific Learning Disability (07),8/31/2015,Uniform Violation,Administrative Conference
S1234614,M,11,Black,Morton High School,Free Lunch,Specific Learning Disability (07),9/15/2015,Rule Violation,Detention Assigned
S1234614,M,11,Black,Morton High School,Free Lunch,Specific Learning Disability (07),10/2/2015,Classroom Disruption,Class Suspension
S1234614,M,11,Black,Morton High School,Free Lunch,Specific Learning Disability (07),10/19/2015,Uniform Violation,Class Suspension
S1234618,F,10,Hispanic,Morton High School,Free Lunch,,10/7/2015,ID Violation,Administrative Conference
S1234618,F,10,Hispanic,Morton High School,Free Lunch,,10/13/2015,ID Violation,Class Suspension
S1234618,F,10,Hispanic,Morton High School,Free Lunch,,11/4/2015,Truancy,ISS-1 Day ICBM
S1234618,F,10,Hispanic,Morton High School,Free Lunch,,12/8/2015,Excessive Tardiness,Detention Assigned
S1234621,M,11,Black,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),8/12/2015,Uniform Violation,Class Suspension
S1234621,M,11,Black,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),9/21/2015,Cell Phone,Administrative Conference
S1234621,M,11,Black,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),11/12/2015,Cell Phone,Detention Assigned
S1234621,M,11,Black,Morton High School,Free Lunch,Emotional Disability (Full Time) (05),11/24/2015,ID Violation,Class Suspension
S1234623,M,10,Hispanic,Morton High School,Free Lunch,,9/18/2015,ID Violation,Administrative Conference
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,8/18/2015,Other,Administrative Conference
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,9/30/2015,Uniform Violation,Administrative Conference
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,10/23/2015,Uniform Violation,Class Suspension
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,11/2/2015,ID Violation,Class Suspension
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,11/17/2015,Uniform Violation,ISS-1 Day ICBM
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,11/23/2015,ID Violation,Class Suspension
S1234624,M,10,Hispanic,Morton High School,Free Lunch,,12/1/2015,ID Violation,Class Suspension
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,9/22/2015,Truancy,ISS-2 Day ICBM
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,10/6/2015,Uniform Violation,Class Suspension
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,11/17/2015,Uniform Violation,Detention Assigned
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,11/19/2015,Truancy,ISS-1 Day ICBM
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,11/20/2015,Other,Administrative Conference
S1234625,F,10,Hispanic,Morton High School,Free Lunch,,11/30/2015,Gym Non-Shower/Non-Dress,Class Suspension
S1234627,F,10,Black,Morton High School,Free Lunch,,9/30/2015,Excessive Tardiness,Detention Assigned
S1234628,F,11,Black,Morton High School,Free Lunch,,9/4/2015,Withdrawl Conference,Withdrawal Letter
S1234641,M,12,Black,Morton High School,Free Lunch,Specific Learning Disability (07),10/3/2015,Rule Violation,Detention Assigned
S1234647,F,10,Black,Morton High School,Free Lunch,,8/12/2015,Uniform Violation,ISS-1 Day ICBM
S1234647,F,10,Black,Morton High School,Free Lunch,,9/3/2015,Truancy,ISS-1 Day ICBM
S1234647,F,10,Black,Morton High School,Free Lunch,,9/22/2015,ID Violation,Class Suspension
S1234647,F,10,Black,Morton High School,Free Lunch,,9/30/2015,ID Violation,Class Suspension
S1234647,F,10,Black,Morton High School,Free Lunch,,10/20/2015,ID Violation,ISS-1 Day ICBM
S1234647,F,10,Black,Morton High School,Free Lunch,,10/22/2015,Insubordination,ISS-1 Day ICBM
S1234647,F,10,Black,Morton High School,Free Lunch,,10/22/2015,Uniform Violation,Administrative Conference
S1234647,F,10,Black,Morton High School,Free Lunch,,11/24/2015,Failure Refused Detention,Detention Assigned
S1234647,F,10,Black,Morton High School,Free Lunch,,11/24/2015,ID Violation,ISS-1 Day ICBM
